client_id,cutoff_date,target_next_recurring_merchant,llm_confidence
U005105,2026-01-01,mobile,0.75
U005106,2026-01-01,gym,0.85
U005107,2026-01-01,insurance,0.85
U005108,2026-01-01,cloud,0.85
U005109,2026-01-01,streaming,0.85
U005110,2026-01-01,software,0.75
U005111,2026-01-01,gym,0.75
U005112,2026-01-01,insurance,0.85
U005113,2026-01-01,streaming,0.75
U005114,2026-01-01,music,0.85
U005115,2026-01-01,cloud,0.85
U005116,2026-01-01,mobile,0.85
U005117,2026-01-01,insurance,0.75
U005118,2026-01-01,software,0.85
U005119,2026-01-01,cloud,0.85
U005120,2026-01-01,streaming,0.7000000000000001
U005121,2026-01-01,cloud,0.85
U005122,2026-01-01,cloud,0.85
U005123,2026-01-01,software,0.75
U005124,2026-01-01,insurance,0.85
U005125,2026-01-01,insurance,0.75
U005126,2026-01-01,mobile,0.85
U005127,2026-01-01,mobile,0.75
U005128,2026-01-01,music,0.7000000000000001
U005129,2026-01-01,software,0.75
U005130,2026-01-01,insurance,0.85
U005131,2026-01-01,mobile,0.85
U005132,2026-01-01,none,0.9
U005133,2026-01-01,gym,0.85
U005134,2026-01-01,streaming,0.85
U005135,2026-01-01,cloud,0.85
U005136,2026-01-01,insurance,0.85
U005137,2026-01-01,cloud,0.85
U005138,2026-01-01,none,0.9
U005139,2026-01-01,insurance,0.85
U005140,2026-01-01,gym,0.85
U005141,2026-01-01,gym,0.85
U005142,2026-01-01,none,0.9
U005143,2026-01-01,cloud,0.85
U005144,2026-01-01,cloud,0.7000000000000001
U005145,2026-01-01,mobile,0.85
U005146,2026-01-01,insurance,0.85
U005147,2026-01-01,mobile,0.7000000000000001
U005148,2026-01-01,gym,0.85
U005149,2026-01-01,music,0.7000000000000001
U005150,2026-01-01,insurance,0.9
U005151,2026-01-01,software,0.7000000000000001
U005152,2026-01-01,mobile,0.75
U005153,2026-01-01,insurance,0.85
U005154,2026-01-01,gym,0.7000000000000001
U005155,2026-01-01,insurance,0.85
U005156,2026-01-01,software,0.85
U005157,2026-01-01,insurance,0.85
U005158,2026-01-01,insurance,0.85
U005159,2026-01-01,mobile,0.85
U005160,2026-01-01,software,0.85
U005161,2026-01-01,cloud,0.7000000000000001
U005162,2026-01-01,mobile,0.85
U005163,2026-01-01,music,0.75
U005164,2026-01-01,cloud,0.75
U005165,2026-01-01,software,0.75
U005166,2026-01-01,software,0.7000000000000001
U005167,2026-01-01,music,0.7000000000000001
U005168,2026-01-01,music,0.7000000000000001
U005169,2026-01-01,insurance,0.75
U005170,2026-01-01,music,0.85
U005171,2026-01-01,streaming,0.85
U005172,2026-01-01,insurance,0.85
U005173,2026-01-01,software,0.85
U005174,2026-01-01,none,0.9
U005175,2026-01-01,none,0.9
U005176,2026-01-01,none,0.9
U005177,2026-01-01,cloud,0.75
U005178,2026-01-01,gym,0.85
U005179,2026-01-01,music,0.85
U005180,2026-01-01,insurance,0.7000000000000001
U005181,2026-01-01,software,0.85
U005182,2026-01-01,insurance,0.85
U005183,2026-01-01,gym,0.85
U005184,2026-01-01,software,0.85
U005185,2026-01-01,mobile,0.9
U005186,2026-01-01,software,0.85
U005187,2026-01-01,none,0.9
U005188,2026-01-01,software,0.75
U005189,2026-01-01,none,0.7000000000000001
U005190,2026-01-01,mobile,0.85
U005191,2026-01-01,software,0.85
U005192,2026-01-01,music,0.85
U005193,2026-01-01,music,0.85
U005194,2026-01-01,music,0.75
U005195,2026-01-01,music,0.85
U005196,2026-01-01,none,0.8
U005197,2026-01-01,cloud,0.9
U005198,2026-01-01,music,0.85
U005199,2026-01-01,mobile,0.85
U005200,2026-01-01,music,0.8
U005201,2026-01-01,mobile,0.85
U005202,2026-01-01,music,0.7000000000000001
U005203,2026-01-01,cloud,0.85
U005204,2026-01-01,insurance,0.85
U005205,2026-01-01,none,0.9
U005206,2026-01-01,gym,0.85
U005207,2026-01-01,music,0.7000000000000001
U005208,2026-01-01,software,0.7000000000000001
U005209,2026-01-01,none,0.9
U005210,2026-01-01,cloud,0.75
U005211,2026-01-01,gym,0.85
U005212,2026-01-01,gym,0.85
U005213,2026-01-01,mobile,0.85
U005214,2026-01-01,cloud,0.85
U005215,2026-01-01,cloud,0.75
U005216,2026-01-01,software,0.85
U005217,2026-01-01,software,0.85
U005218,2026-01-01,mobile,0.9
U005219,2026-01-01,none,0.9
U005220,2026-01-01,software,0.85
U005221,2026-01-01,cloud,0.85
U005222,2026-01-01,gym,0.75
U005223,2026-01-01,streaming,0.85
U005224,2026-01-01,streaming,0.85
U005225,2026-01-01,insurance,0.7000000000000001
U005226,2026-01-01,cloud,0.85
U005227,2026-01-01,mobile,0.85
U005228,2026-01-01,mobile,0.9
U005229,2026-01-01,cloud,0.7000000000000001
U005230,2026-01-01,music,0.85
U005231,2026-01-01,cloud,0.85
U005232,2026-01-01,none,0.7000000000000001
U005233,2026-01-01,none,0.9
U005234,2026-01-01,software,0.7000000000000001
U005235,2026-01-01,software,0.85
U005236,2026-01-01,none,0.9
U005237,2026-01-01,music,0.85
U005238,2026-01-01,streaming,0.85
U005239,2026-01-01,cloud,0.85
U005240,2026-01-01,cloud,0.85
U005241,2026-01-01,software,0.75
U005242,2026-01-01,gym,0.85
U005243,2026-01-01,streaming,0.85
U005244,2026-01-01,streaming,0.85
U005245,2026-01-01,insurance,0.78
U005246,2026-01-01,mobile,0.85
U005247,2026-01-01,music,0.85
U005248,2026-01-01,none,0.9
U005249,2026-01-01,gym,0.85
U005250,2026-01-01,mobile,0.85
U005251,2026-01-01,insurance,0.85
U005252,2026-01-01,none,0.9
U005253,2026-01-01,none,0.9
U005254,2026-01-01,software,0.8
U005255,2026-01-01,software,0.7000000000000001
U005256,2026-01-01,music,0.85
U005257,2026-01-01,streaming,0.85
U005258,2026-01-01,insurance,0.85
U005259,2026-01-01,gym,0.85
U005260,2026-01-01,none,0.85
U005261,2026-01-01,software,0.75
U005262,2026-01-01,cloud,0.85
U005263,2026-01-01,music,0.9
U005264,2026-01-01,none,0.9
U005265,2026-01-01,cloud,0.9
U005266,2026-01-01,music,0.75
U005267,2026-01-01,insurance,0.85
U005268,2026-01-01,none,0.9
U005269,2026-01-01,mobile,0.7000000000000001
U005270,2026-01-01,streaming,0.85
U005271,2026-01-01,gym,0.75
U005272,2026-01-01,none,0.9
U005273,2026-01-01,streaming,0.75
U005274,2026-01-01,mobile,0.85
U005275,2026-01-01,mobile,0.85
U005276,2026-01-01,gym,0.85
U005277,2026-01-01,cloud,0.85
U005278,2026-01-01,none,0.85
U005279,2026-01-01,insurance,0.75
U005280,2026-01-01,gym,0.85
U005281,2026-01-01,software,0.85
U005282,2026-01-01,software,0.85
U005283,2026-01-01,software,0.85
U005284,2026-01-01,gym,0.85
U005285,2026-01-01,none,0.9
U005286,2026-01-01,gym,0.85
U005287,2026-01-01,music,0.7000000000000001
U005288,2026-01-01,none,0.85
U005289,2026-01-01,software,0.85
U005290,2026-01-01,gym,0.85
U005291,2026-01-01,music,0.7000000000000001
U005292,2026-01-01,insurance,0.7000000000000001
U005293,2026-01-01,insurance,0.9
U005294,2026-01-01,streaming,0.85
U005295,2026-01-01,software,0.85
U005296,2026-01-01,insurance,0.85
U005297,2026-01-01,mobile,0.85
U005298,2026-01-01,insurance,0.85
U005299,2026-01-01,mobile,0.75
U005300,2026-01-01,streaming,0.85
U005301,2026-01-01,cloud,0.85
U005302,2026-01-01,cloud,0.85
U005303,2026-01-01,insurance,0.85
U005304,2026-01-01,streaming,0.85
U005305,2026-01-01,software,0.85
U005306,2026-01-01,streaming,0.85
U005307,2026-01-01,gym,0.85
U005308,2026-01-01,gym,0.85
U005309,2026-01-01,cloud,0.85
U005310,2026-01-01,cloud,0.75
U005311,2026-01-01,music,0.85
U005312,2026-01-01,none,0.85
U005313,2026-01-01,mobile,0.85
U005314,2026-01-01,gym,0.85
U005315,2026-01-01,gym,0.8
U005316,2026-01-01,insurance,0.85
U005317,2026-01-01,streaming,0.85
U005318,2026-01-01,mobile,0.85
U005319,2026-01-01,gym,0.7000000000000001
U005320,2026-01-01,music,0.85
U005321,2026-01-01,music,0.75
U005322,2026-01-01,insurance,0.75
U005323,2026-01-01,streaming,0.75
U005324,2026-01-01,cloud,0.85
U005325,2026-01-01,mobile,0.75
U005326,2026-01-01,mobile,0.9
U005327,2026-01-01,music,0.85
U005328,2026-01-01,gym,0.85
U005329,2026-01-01,gym,0.85
U005330,2026-01-01,none,0.9
U005331,2026-01-01,insurance,0.75
U005332,2026-01-01,music,0.75
U005333,2026-01-01,none,0.8
U005334,2026-01-01,cloud,0.85
U005335,2026-01-01,none,0.9
U005336,2026-01-01,cloud,0.7000000000000001
U005337,2026-01-01,insurance,0.9
U005338,2026-01-01,software,0.85
U005339,2026-01-01,software,0.85
U005340,2026-01-01,streaming,0.85
U005341,2026-01-01,streaming,0.7000000000000001
U005342,2026-01-01,none,0.9
U005343,2026-01-01,insurance,0.85
U005344,2026-01-01,insurance,0.85
U005345,2026-01-01,cloud,0.75
U005346,2026-01-01,streaming,0.75
U005347,2026-01-01,software,0.75
U005348,2026-01-01,gym,0.85
U005349,2026-01-01,music,0.85
U005350,2026-01-01,insurance,0.75
U005351,2026-01-01,none,0.9
U005352,2026-01-01,gym,0.85
U005353,2026-01-01,mobile,0.85
U005354,2026-01-01,music,0.85
U005355,2026-01-01,streaming,0.7000000000000001
U005356,2026-01-01,software,0.75
U005357,2026-01-01,gym,0.85
U005358,2026-01-01,gym,0.7000000000000001
U005359,2026-01-01,insurance,0.85
U005360,2026-01-01,insurance,0.85
U005361,2026-01-01,cloud,0.85
U005362,2026-01-01,gym,0.85
U005363,2026-01-01,none,0.9
U005364,2026-01-01,software,0.85
U005365,2026-01-01,gym,0.85
U005366,2026-01-01,cloud,0.85
U005367,2026-01-01,none,0.8
U005368,2026-01-01,mobile,0.75
U005369,2026-01-01,gym,0.75
U005370,2026-01-01,mobile,0.85
U005371,2026-01-01,cloud,0.85
U005372,2026-01-01,software,0.85
U005373,2026-01-01,cloud,0.85
U005374,2026-01-01,insurance,0.9
U005375,2026-01-01,software,0.7000000000000001
U005376,2026-01-01,gym,0.75
U005377,2026-01-01,music,0.85
U005378,2026-01-01,mobile,0.9
U005379,2026-01-01,insurance,0.85
U005380,2026-01-01,cloud,0.85
U005381,2026-01-01,music,0.75
U005382,2026-01-01,insurance,0.85
U005383,2026-01-01,gym,0.7000000000000001
U005384,2026-01-01,streaming,0.75
U005385,2026-01-01,none,0.9
U005386,2026-01-01,software,0.85
U005387,2026-01-01,music,0.75
U005388,2026-01-01,mobile,0.75
U005389,2026-01-01,insurance,0.75
U005390,2026-01-01,insurance,0.85
U005391,2026-01-01,mobile,0.85
U005392,2026-01-01,none,0.9
U005393,2026-01-01,gym,0.85
U005394,2026-01-01,insurance,0.75
U005395,2026-01-01,insurance,0.9
U005396,2026-01-01,software,0.7000000000000001
U005397,2026-01-01,software,0.75
U005398,2026-01-01,music,0.85
U005399,2026-01-01,cloud,0.85
U005400,2026-01-01,software,0.75
U005401,2026-01-01,mobile,0.85
U005402,2026-01-01,gym,0.85
U005403,2026-01-01,software,0.85
U005404,2026-01-01,mobile,0.85
U005405,2026-01-01,cloud,0.85
U005406,2026-01-01,cloud,0.85
U005407,2026-01-01,software,0.85
U005408,2026-01-01,mobile,0.85
U005409,2026-01-01,gym,0.7000000000000001
U005410,2026-01-01,insurance,0.85
U005411,2026-01-01,mobile,0.75
U005412,2026-01-01,gym,0.7000000000000001
U005413,2026-01-01,software,0.85
U005414,2026-01-01,music,0.7000000000000001
U005415,2026-01-01,software,0.85
U005416,2026-01-01,software,0.85
U005417,2026-01-01,mobile,0.85
U005418,2026-01-01,music,0.85
U005419,2026-01-01,none,0.85
U005420,2026-01-01,music,0.85
U005421,2026-01-01,streaming,0.85
U005422,2026-01-01,cloud,0.85
U005423,2026-01-01,software,0.85
U005424,2026-01-01,gym,0.85
U005425,2026-01-01,software,0.85
U005426,2026-01-01,cloud,0.7000000000000001
U005427,2026-01-01,insurance,0.85
U005428,2026-01-01,streaming,0.85
U005429,2026-01-01,none,0.9
U005430,2026-01-01,insurance,0.85
U005431,2026-01-01,gym,0.85
U005432,2026-01-01,gym,0.85
U005433,2026-01-01,cloud,0.75
U005434,2026-01-01,mobile,0.85
U005435,2026-01-01,streaming,0.85
U005436,2026-01-01,none,0.9
U005437,2026-01-01,gym,0.75
U005438,2026-01-01,streaming,0.85
U005439,2026-01-01,mobile,0.75
U005440,2026-01-01,none,0.9
U005441,2026-01-01,streaming,0.85
U005442,2026-01-01,mobile,0.7000000000000001
U005443,2026-01-01,cloud,0.85
U005444,2026-01-01,cloud,0.9
U005445,2026-01-01,cloud,0.85
U005446,2026-01-01,streaming,0.85
U005447,2026-01-01,insurance,0.85
U005448,2026-01-01,music,0.85
U005449,2026-01-01,gym,0.85
U005450,2026-01-01,mobile,0.85
U005451,2026-01-01,cloud,0.85
U005452,2026-01-01,gym,0.7000000000000001
U005453,2026-01-01,music,0.75
U005454,2026-01-01,none,0.7000000000000001
U005455,2026-01-01,music,0.85
U005456,2026-01-01,none,0.9
U005457,2026-01-01,mobile,0.75
U005458,2026-01-01,music,0.85
U005459,2026-01-01,insurance,0.85
U005460,2026-01-01,streaming,0.85
U005461,2026-01-01,software,0.7000000000000001
U005462,2026-01-01,cloud,0.7000000000000001
U005463,2026-01-01,music,0.85
U005464,2026-01-01,streaming,0.85
U005465,2026-01-01,mobile,0.85
U005466,2026-01-01,gym,0.75
U005467,2026-01-01,cloud,0.85
U005468,2026-01-01,software,0.85
U005469,2026-01-01,gym,0.85
U005470,2026-01-01,cloud,0.75
U005471,2026-01-01,gym,0.75
U005472,2026-01-01,none,0.7000000000000001
U005473,2026-01-01,gym,0.85
U005474,2026-01-01,insurance,0.85
U005475,2026-01-01,software,0.85
U005476,2026-01-01,insurance,0.85
U005477,2026-01-01,cloud,0.85
U005478,2026-01-01,gym,0.7000000000000001
U005479,2026-01-01,gym,0.85
U005480,2026-01-01,gym,0.85
U005481,2026-01-01,software,0.75
U005482,2026-01-01,mobile,0.75
U005483,2026-01-01,none,0.9
U005484,2026-01-01,music,0.85
U005485,2026-01-01,streaming,0.85
U005486,2026-01-01,streaming,0.75
U005487,2026-01-01,insurance,0.85
U005488,2026-01-01,insurance,0.85
U005489,2026-01-01,mobile,0.85
U005490,2026-01-01,cloud,0.85
U005491,2026-01-01,music,0.75
U005492,2026-01-01,none,0.9
U005493,2026-01-01,streaming,0.7000000000000001
U005494,2026-01-01,gym,0.85
U005495,2026-01-01,gym,0.7000000000000001
U005496,2026-01-01,mobile,0.85
U005497,2026-01-01,gym,0.85
U005498,2026-01-01,none,0.6000000000000001
U005499,2026-01-01,cloud,0.85
U005500,2026-01-01,none,0.9
U005501,2026-01-01,mobile,0.85
U005502,2026-01-01,gym,0.85
U005503,2026-01-01,insurance,0.75
U005504,2026-01-01,music,0.85
U005505,2026-01-01,gym,0.7000000000000001
U005506,2026-01-01,none,0.9
U005507,2026-01-01,none,0.9
U005508,2026-01-01,gym,0.85
U005509,2026-01-01,streaming,0.85
U005510,2026-01-01,mobile,0.85
U005511,2026-01-01,gym,0.85
U005512,2026-01-01,none,0.9
U005513,2026-01-01,insurance,0.85
U005514,2026-01-01,mobile,0.85
U005515,2026-01-01,software,0.85
U005516,2026-01-01,music,0.85
U005517,2026-01-01,gym,0.85
U005518,2026-01-01,cloud,0.85
U005519,2026-01-01,mobile,0.85
U005520,2026-01-01,gym,0.85
U005521,2026-01-01,software,0.85
U005522,2026-01-01,software,0.85
U005523,2026-01-01,none,0.9
U005524,2026-01-01,cloud,0.85
U005525,2026-01-01,gym,0.85
U005526,2026-01-01,cloud,0.75
U005527,2026-01-01,software,0.75
U005528,2026-01-01,mobile,0.85
U005529,2026-01-01,gym,0.85
U005530,2026-01-01,insurance,0.75
U005531,2026-01-01,insurance,0.85
U005532,2026-01-01,software,0.75
U005533,2026-01-01,gym,0.85
U005534,2026-01-01,software,0.75
U005535,2026-01-01,none,0.9
U005536,2026-01-01,none,0.7000000000000001
U005537,2026-01-01,mobile,0.75
U005538,2026-01-01,mobile,0.9
U005539,2026-01-01,gym,0.6000000000000001
U005540,2026-01-01,insurance,0.75
U005541,2026-01-01,none,0.9
U005542,2026-01-01,cloud,0.85
U005543,2026-01-01,streaming,0.85
U005544,2026-01-01,streaming,0.85
U005545,2026-01-01,insurance,0.85
U005546,2026-01-01,none,0.9
U005547,2026-01-01,streaming,0.85
U005548,2026-01-01,gym,0.7000000000000001
U005549,2026-01-01,none,0.9
U005550,2026-01-01,software,0.85
U005551,2026-01-01,mobile,0.75
U005552,2026-01-01,cloud,0.85
U005553,2026-01-01,mobile,0.85
U005554,2026-01-01,none,0.9
U005555,2026-01-01,gym,0.7000000000000001
U005556,2026-01-01,gym,0.85
U005557,2026-01-01,insurance,0.85
U005558,2026-01-01,software,0.85
U005559,2026-01-01,none,0.9
U005560,2026-01-01,none,0.9
U005561,2026-01-01,mobile,0.85
U005562,2026-01-01,music,0.85
U005563,2026-01-01,software,0.7000000000000001
U005564,2026-01-01,insurance,0.85
U005565,2026-01-01,software,0.75
U005566,2026-01-01,mobile,0.85
U005567,2026-01-01,software,0.85
U005568,2026-01-01,cloud,0.85
U005569,2026-01-01,gym,0.85
U005570,2026-01-01,music,0.85
U005571,2026-01-01,cloud,0.85
U005572,2026-01-01,streaming,0.75
U005573,2026-01-01,none,0.7000000000000001
U005574,2026-01-01,none,0.9
U005575,2026-01-01,music,0.85
U005576,2026-01-01,software,0.75
U005577,2026-01-01,insurance,0.85
U005578,2026-01-01,mobile,0.7000000000000001
U005579,2026-01-01,gym,0.85
U005580,2026-01-01,music,0.85
U005581,2026-01-01,gym,0.85
U005582,2026-01-01,software,0.85
U005583,2026-01-01,music,0.85
U005584,2026-01-01,insurance,0.85
U005585,2026-01-01,cloud,0.75
U005586,2026-01-01,cloud,0.85
U005587,2026-01-01,cloud,0.85
U005588,2026-01-01,streaming,0.85
U005589,2026-01-01,gym,0.85
U005590,2026-01-01,mobile,0.85
U005591,2026-01-01,streaming,0.85
U005592,2026-01-01,gym,0.85
U005593,2026-01-01,cloud,0.75
U005594,2026-01-01,insurance,0.7000000000000001
U005595,2026-01-01,gym,0.85
U005596,2026-01-01,none,0.9
U005597,2026-01-01,insurance,0.85
U005598,2026-01-01,gym,0.75
U005599,2026-01-01,none,0.9
U005600,2026-01-01,software,0.75
U005601,2026-01-01,mobile,0.85
U005602,2026-01-01,gym,0.7000000000000001
U005603,2026-01-01,gym,0.85
U005604,2026-01-01,music,0.85
U005605,2026-01-01,insurance,0.85
U005606,2026-01-01,streaming,0.75
U005607,2026-01-01,gym,0.85
U005608,2026-01-01,music,0.85
U005609,2026-01-01,music,0.85
U005610,2026-01-01,streaming,0.7000000000000001
U005611,2026-01-01,gym,0.85
U005612,2026-01-01,gym,0.85
U005613,2026-01-01,software,0.85
U005614,2026-01-01,gym,0.75
U005615,2026-01-01,gym,0.85
U005616,2026-01-01,music,0.85
U005617,2026-01-01,cloud,0.85
U005618,2026-01-01,mobile,0.75
U005619,2026-01-01,cloud,0.85
U005620,2026-01-01,gym,0.85
U005621,2026-01-01,none,0.9
U005622,2026-01-01,mobile,0.85
U005623,2026-01-01,mobile,0.85
U005624,2026-01-01,gym,0.7000000000000001
U005625,2026-01-01,gym,0.85
U005626,2026-01-01,streaming,0.85
U005627,2026-01-01,mobile,0.85
U005628,2026-01-01,none,0.9
U005629,2026-01-01,cloud,0.85
U005630,2026-01-01,mobile,0.85
U005631,2026-01-01,streaming,0.85
U005632,2026-01-01,software,0.85
U005633,2026-01-01,mobile,0.75
U005634,2026-01-01,cloud,0.8
U005635,2026-01-01,music,0.85
U005636,2026-01-01,cloud,0.85
U005637,2026-01-01,none,0.9
U005638,2026-01-01,cloud,0.85
U005639,2026-01-01,software,0.7000000000000001
U005640,2026-01-01,none,0.9
U005641,2026-01-01,insurance,0.85
U005642,2026-01-01,music,0.85
U005643,2026-01-01,streaming,0.9
U005644,2026-01-01,mobile,0.85
U005645,2026-01-01,cloud,0.75
U005646,2026-01-01,mobile,0.9
U005647,2026-01-01,mobile,0.85
U005648,2026-01-01,mobile,0.75
U005649,2026-01-01,software,0.75
U005650,2026-01-01,music,0.85
U005651,2026-01-01,insurance,0.85
U005652,2026-01-01,mobile,0.75
U005653,2026-01-01,cloud,0.85
U005654,2026-01-01,none,0.9
U005655,2026-01-01,software,0.85
U005656,2026-01-01,music,0.75
U005657,2026-01-01,music,0.85
U005658,2026-01-01,none,0.9
U005659,2026-01-01,music,0.85
U005660,2026-01-01,none,0.9
U005661,2026-01-01,streaming,0.85
U005662,2026-01-01,cloud,0.85
U005663,2026-01-01,mobile,0.85
U005664,2026-01-01,cloud,0.75
U005665,2026-01-01,cloud,0.85
U005666,2026-01-01,insurance,0.75
U005667,2026-01-01,music,0.7000000000000001
U005668,2026-01-01,insurance,0.75
U005669,2026-01-01,music,0.75
U005670,2026-01-01,insurance,0.9
U005671,2026-01-01,software,0.75
U005672,2026-01-01,streaming,0.75
U005673,2026-01-01,none,0.9
U005674,2026-01-01,software,0.85
U005675,2026-01-01,gym,0.85
U005676,2026-01-01,music,0.85
U005677,2026-01-01,software,0.85
U005678,2026-01-01,mobile,0.75
U005679,2026-01-01,mobile,0.9
U005680,2026-01-01,insurance,0.85
U005681,2026-01-01,mobile,0.85
U005682,2026-01-01,mobile,0.85
U005683,2026-01-01,none,0.8
U005684,2026-01-01,gym,0.85
U005685,2026-01-01,software,0.85
U005686,2026-01-01,mobile,0.85
U005687,2026-01-01,none,0.9
U005688,2026-01-01,mobile,0.85
U005689,2026-01-01,none,0.85
U005690,2026-01-01,none,0.9
U005691,2026-01-01,mobile,0.85
U005692,2026-01-01,mobile,0.7000000000000001
U005693,2026-01-01,software,0.85
U005694,2026-01-01,streaming,0.9
U005695,2026-01-01,music,0.75
U005696,2026-01-01,gym,0.85
U005697,2026-01-01,mobile,0.85
U005698,2026-01-01,none,0.8
U005699,2026-01-01,none,0.7000000000000001
U005700,2026-01-01,software,0.85
U005701,2026-01-01,music,0.85
U005702,2026-01-01,insurance,0.85
U005703,2026-01-01,cloud,0.85
U005704,2026-01-01,music,0.85
U005705,2026-01-01,streaming,0.75
U005706,2026-01-01,mobile,0.75
U005707,2026-01-01,software,0.85
U005708,2026-01-01,streaming,0.7000000000000001
U005709,2026-01-01,cloud,0.75
U005710,2026-01-01,streaming,0.85
U005711,2026-01-01,software,0.85
U005712,2026-01-01,gym,0.7000000000000001
U005713,2026-01-01,mobile,0.75
U005714,2026-01-01,insurance,0.85
U005715,2026-01-01,software,0.85
U005716,2026-01-01,insurance,0.75
U005717,2026-01-01,music,0.85
U005718,2026-01-01,cloud,0.85
U005719,2026-01-01,streaming,0.85
U005720,2026-01-01,insurance,0.85
U005721,2026-01-01,streaming,0.75
U005722,2026-01-01,gym,0.7000000000000001
U005723,2026-01-01,software,0.7000000000000001
U005724,2026-01-01,none,0.9
U005725,2026-01-01,streaming,0.85
U005726,2026-01-01,gym,0.75
U005727,2026-01-01,insurance,0.85
U005728,2026-01-01,software,0.75
U005729,2026-01-01,cloud,0.85
U005730,2026-01-01,none,0.8
U005731,2026-01-01,gym,0.75
U005732,2026-01-01,gym,0.85
U005733,2026-01-01,cloud,0.9
U005734,2026-01-01,music,0.7000000000000001
U005735,2026-01-01,streaming,0.85
U005736,2026-01-01,mobile,0.75
U005737,2026-01-01,none,0.9
U005738,2026-01-01,mobile,0.7000000000000001
U005739,2026-01-01,insurance,0.75
U005740,2026-01-01,none,0.8
U005741,2026-01-01,insurance,0.85
U005742,2026-01-01,music,0.85
U005743,2026-01-01,cloud,0.75
U005744,2026-01-01,gym,0.85
U005745,2026-01-01,cloud,0.75
U005746,2026-01-01,mobile,0.85
U005747,2026-01-01,gym,0.85
U005748,2026-01-01,mobile,0.9
U005749,2026-01-01,cloud,0.85
U005750,2026-01-01,none,0.9
U005751,2026-01-01,gym,0.7000000000000001
U005752,2026-01-01,software,0.75
U005753,2026-01-01,streaming,0.85
U005754,2026-01-01,software,0.85
U005755,2026-01-01,mobile,0.85
U005756,2026-01-01,gym,0.7000000000000001
U005757,2026-01-01,cloud,0.85
U005758,2026-01-01,software,0.7000000000000001
U005759,2026-01-01,none,0.9
U005760,2026-01-01,cloud,0.75
U005761,2026-01-01,streaming,0.85
U005762,2026-01-01,cloud,0.75
U005763,2026-01-01,music,0.85
U005764,2026-01-01,gym,0.85
U005765,2026-01-01,mobile,0.85
U005766,2026-01-01,insurance,0.85
U005767,2026-01-01,gym,0.85
U005768,2026-01-01,software,0.85
U005769,2026-01-01,gym,0.85
U005770,2026-01-01,streaming,0.85
U005771,2026-01-01,none,0.9
U005772,2026-01-01,insurance,0.85
U005773,2026-01-01,music,0.85
U005774,2026-01-01,software,0.75
U005775,2026-01-01,software,0.85
U005776,2026-01-01,streaming,0.85
U005777,2026-01-01,gym,0.85
U005778,2026-01-01,gym,0.85
U005779,2026-01-01,gym,0.85
U005780,2026-01-01,mobile,0.85
U005781,2026-01-01,software,0.75
U005782,2026-01-01,none,0.9
U005783,2026-01-01,music,0.85
U005784,2026-01-01,cloud,0.85
U005785,2026-01-01,software,0.8
U005786,2026-01-01,cloud,0.75
U005787,2026-01-01,gym,0.75
U005788,2026-01-01,mobile,0.85
U005789,2026-01-01,streaming,0.85
U005790,2026-01-01,gym,0.75
U005791,2026-01-01,music,0.85
U005792,2026-01-01,none,0.9
U005793,2026-01-01,insurance,0.85
U005794,2026-01-01,gym,0.75
U005795,2026-01-01,streaming,0.85
U005796,2026-01-01,music,0.85
U005797,2026-01-01,software,0.85
U005798,2026-01-01,gym,0.7000000000000001
U005799,2026-01-01,gym,0.85
U005800,2026-01-01,insurance,0.85
U005801,2026-01-01,software,0.85
U005802,2026-01-01,cloud,0.85
U005803,2026-01-01,cloud,0.75
U005804,2026-01-01,mobile,0.85
U005805,2026-01-01,cloud,0.9
U005806,2026-01-01,streaming,0.85
U005807,2026-01-01,gym,0.85
U005808,2026-01-01,gym,0.7000000000000001
U005809,2026-01-01,insurance,0.85
U005810,2026-01-01,mobile,0.9
U005811,2026-01-01,software,0.75
U005812,2026-01-01,streaming,0.7000000000000001
U005813,2026-01-01,software,0.85
U005814,2026-01-01,cloud,0.75
U005815,2026-01-01,software,0.85
U005816,2026-01-01,software,0.85
U005817,2026-01-01,software,0.85
U005818,2026-01-01,none,0.9
U005819,2026-01-01,mobile,0.75
U005820,2026-01-01,mobile,0.85
U005821,2026-01-01,none,0.85
U005822,2026-01-01,software,0.85
U005823,2026-01-01,software,0.85
U005824,2026-01-01,software,0.85
U005825,2026-01-01,mobile,0.75
U005826,2026-01-01,mobile,0.85
U005827,2026-01-01,insurance,0.85
U005828,2026-01-01,gym,0.85
U005829,2026-01-01,gym,0.7000000000000001
U005830,2026-01-01,software,0.85
U005831,2026-01-01,music,0.85
U005832,2026-01-01,none,0.9
U005833,2026-01-01,insurance,0.85
U005834,2026-01-01,gym,0.85
U005835,2026-01-01,cloud,0.7000000000000001
U005836,2026-01-01,gym,0.85
U005837,2026-01-01,none,0.7000000000000001
U005838,2026-01-01,gym,0.7000000000000001
U005839,2026-01-01,cloud,0.85
U005840,2026-01-01,mobile,0.85
U005841,2026-01-01,software,0.85
U005842,2026-01-01,insurance,0.85
U005843,2026-01-01,gym,0.85
U005844,2026-01-01,streaming,0.75
U005845,2026-01-01,mobile,0.85
U005846,2026-01-01,music,0.85
U005847,2026-01-01,mobile,0.85
U005848,2026-01-01,gym,0.85
U005849,2026-01-01,music,0.7000000000000001
U005850,2026-01-01,cloud,0.75
U005851,2026-01-01,mobile,0.85
U005852,2026-01-01,mobile,0.75
U005853,2026-01-01,mobile,0.85
