client_id,cutoff_date,target_next_recurring_merchant,confidence,label_unsup,label_chatgpt,label_trainonly,conf_unsup,conf_chatgpt,conf_trainonly,n_sources_agree
U005336,2026-01-01,none,0.8343,none,cloud,none,0.3436,0.7000000000000001,0.9959,2
U005337,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5007,0.9,0.8,3
U005338,2026-01-01,software,0.6651,none,software,streaming,0.304,0.85,0.7364,1
U005339,2026-01-01,software,0.8547,software,software,cloud,0.4098,0.85,0.4892,2
U005340,2026-01-01,streaming,0.9965,none,streaming,streaming,0.4143,0.85,0.4737,2
U005341,2026-01-01,streaming,0.9338,streaming,streaming,gym,0.336,0.7000000000000001,0.3886,2
U005342,2026-01-01,none,0.9872,none,none,none,1.0,0.9,0.9985,3
U005343,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5,0.85,0.9034,3
U005344,2026-01-01,streaming,0.9023,streaming,insurance,streaming,0.2642,0.85,0.3046,2
U005345,2026-01-01,none,0.8343,none,cloud,none,0.5916,0.75,0.999,2
U005346,2026-01-01,none,0.666,none,streaming,none,0.3079,0.75,0.3452,2
U005347,2026-01-01,none,0.6107,none,software,none,0.3923,0.75,0.9859,2
U005348,2026-01-01,gym,0.9996,gym,gym,gym,0.7609,0.85,0.8453,3
U005349,2026-01-01,music,0.9969,gym,music,music,0.3936,0.85,0.8087,2
U005350,2026-01-01,none,0.6112,none,insurance,none,0.5571,0.75,0.999,2
U005351,2026-01-01,none,0.9431,software,none,none,0.4582,0.9,0.5787,2
U005352,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.85,0.8592,3
U005353,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.85,0.9267,3
U005354,2026-01-01,music,0.832,music,music,gym,0.4558,0.85,0.4145,2
U005355,2026-01-01,streaming,0.8069,streaming,streaming,software,0.4362,0.7000000000000001,0.2953,2
U005356,2026-01-01,streaming,0.8804,streaming,software,streaming,0.3723,0.75,0.4702,2
U005357,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.85,0.836,3
U005358,2026-01-01,streaming,0.9008,streaming,gym,streaming,0.748,0.7000000000000001,0.753,2
U005359,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4656,0.85,0.6234,2
U005360,2026-01-01,insurance,0.9977,none,insurance,insurance,0.447,0.85,0.5814,2
U005361,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.4456,0.85,0.8322,3
U005362,2026-01-01,none,0.8193,none,gym,none,0.2596,0.85,0.7112,2
U005363,2026-01-01,none,0.9431,software,none,none,0.5673,0.9,0.5414,2
U005364,2026-01-01,software,0.9996,software,software,software,0.6667,0.85,0.8421,3
U005365,2026-01-01,insurance,0.9754,insurance,gym,insurance,0.4055,0.85,0.4149,2
U005366,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.701,0.85,0.5302,3
U005367,2026-01-01,none,0.9186,mobile,none,none,0.4898,0.8,0.9116,2
U005368,2026-01-01,software,0.7475,none,mobile,software,0.3002,0.75,0.4532,1
U005369,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.75,0.8472,3
U005370,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3012,0.85,0.6558,2
U005371,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.7055,0.85,0.8315,3
U005372,2026-01-01,software,0.9973,none,software,software,0.662,0.85,0.4203,2
U005373,2026-01-01,cloud,0.9964,none,cloud,cloud,0.5159,0.85,0.4346,2
U005374,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5,0.9,0.8487,3
U005375,2026-01-01,software,0.957,software,software,streaming,0.3675,0.7000000000000001,0.7439,2
U005376,2026-01-01,software,0.9611,software,gym,software,0.3869,0.75,0.4795,2
U005377,2026-01-01,music,0.9952,none,music,music,0.3082,0.85,0.4378,2
U005378,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.6844,0.9,0.6628,3
U005379,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4082,0.85,0.7387,2
U005380,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5741,0.85,0.5785,3
U005381,2026-01-01,music,0.9971,mobile,music,music,0.3572,0.75,0.7316,2
U005382,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4122,0.85,0.3362,3
U005383,2026-01-01,gym,0.9931,music,gym,gym,0.2728,0.7000000000000001,0.4148,2
U005384,2026-01-01,streaming,0.9828,software,streaming,streaming,0.3006,0.75,0.6881,2
U005385,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9903,3
U005386,2026-01-01,software,0.9973,none,software,software,0.3218,0.85,0.4932,2
U005387,2026-01-01,music,0.9969,gym,music,music,0.2542,0.75,0.4705,2
U005388,2026-01-01,mobile,0.9948,none,mobile,mobile,0.5267,0.75,0.5903,2
U005389,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4406,0.75,0.6326,2
U005390,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4028,0.85,0.6255,2
U005391,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7537,0.85,0.8955,3
U005392,2026-01-01,none,0.9872,none,none,none,0.4542,0.9,0.8752,3
U005393,2026-01-01,none,0.8193,none,gym,none,0.3674,0.85,0.9951,2
U005394,2026-01-01,software,0.9744,software,insurance,software,0.6092,0.75,0.4163,2
U005395,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.3794,0.9,0.5049,3
U005396,2026-01-01,none,0.6107,none,software,none,0.4005,0.7000000000000001,0.9309,2
U005397,2026-01-01,none,0.4975,cloud,software,none,0.4213,0.75,0.9479,1
U005398,2026-01-01,music,0.9952,none,music,music,0.4561,0.85,0.5558,2
U005399,2026-01-01,cloud,0.8492,cloud,cloud,streaming,0.3926,0.85,0.5153,2
U005400,2026-01-01,none,0.6107,none,software,none,0.7987,0.75,0.9939,2
U005401,2026-01-01,gym,0.4346,none,mobile,gym,0.3495,0.85,0.3636,1
U005402,2026-01-01,none,0.8193,none,gym,none,0.3835,0.85,0.4965,2
U005403,2026-01-01,software,0.9973,none,software,software,0.3313,0.85,0.3088,2
U005404,2026-01-01,mobile,0.9892,streaming,mobile,mobile,0.6289,0.85,0.6105,2
U005405,2026-01-01,cloud,0.8592,cloud,cloud,gym,0.4534,0.85,0.4758,2
U005406,2026-01-01,none,0.8343,none,cloud,none,0.5844,0.85,0.9378,2
U005407,2026-01-01,software,0.9996,software,software,software,0.6667,0.85,0.7669,3
U005408,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.85,0.8932,3
U005409,2026-01-01,gym,0.9996,gym,gym,gym,0.6751,0.7000000000000001,0.4688,3
U005410,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.5227,0.85,0.8353,2
U005411,2026-01-01,gym,0.4346,none,mobile,gym,0.3908,0.75,0.4102,1
U005412,2026-01-01,music,0.9728,music,gym,music,0.6187,0.7000000000000001,0.782,2
U005413,2026-01-01,software,0.9996,software,software,software,0.3976,0.85,0.5731,3
U005414,2026-01-01,music,0.9971,mobile,music,music,0.7172,0.7000000000000001,0.5128,2
U005415,2026-01-01,software,0.9973,none,software,software,0.7512,0.85,0.5254,2
U005416,2026-01-01,software,0.9973,none,software,software,0.3922,0.85,0.4691,2
U005417,2026-01-01,mobile,0.9911,music,mobile,mobile,0.4207,0.85,0.5609,2
U005418,2026-01-01,music,0.9999,music,music,music,0.6376,0.85,0.9229,3
U005419,2026-01-01,none,0.9129,insurance,none,none,0.4087,0.85,0.9893,2
U005420,2026-01-01,music,0.9999,music,music,music,0.3571,0.85,0.549,3
U005421,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5523,0.85,0.816,3
U005422,2026-01-01,cloud,0.9964,none,cloud,cloud,0.3664,0.85,0.6257,2
U005423,2026-01-01,software,0.9996,software,software,software,0.4651,0.85,0.6721,3
U005424,2026-01-01,gym,0.9931,music,gym,gym,0.274,0.85,0.4921,2
U005425,2026-01-01,software,0.975,cloud,software,software,0.657,0.85,0.8025,2
U005426,2026-01-01,cloud,0.8893,cloud,cloud,none,0.5848,0.7000000000000001,0.3736,2
U005427,2026-01-01,insurance,0.9998,insurance,insurance,insurance,1.0,0.85,0.8603,3
U005428,2026-01-01,streaming,0.9949,music,streaming,streaming,0.2669,0.85,0.4247,2
U005429,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9905,3
U005430,2026-01-01,insurance,0.9919,music,insurance,insurance,0.3699,0.85,0.6004,2
U005431,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.85,0.8841,3
U005432,2026-01-01,gym,0.9996,gym,gym,gym,0.4574,0.85,0.5937,3
U005433,2026-01-01,cloud,0.9667,cloud,cloud,software,0.5655,0.75,0.5162,2
U005434,2026-01-01,mobile,0.8277,mobile,mobile,none,0.6594,0.85,0.8426,2
U005435,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.75,0.85,0.6624,3
U005436,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9884,3
U005437,2026-01-01,gym,0.9996,gym,gym,gym,0.5315,0.75,0.6495,3
U005438,2026-01-01,streaming,0.9962,gym,streaming,streaming,0.4467,0.85,0.6145,2
U005439,2026-01-01,mobile,0.9948,none,mobile,mobile,0.4284,0.75,0.4994,2
U005440,2026-01-01,none,0.9872,none,none,none,0.4069,0.9,0.9926,3
U005441,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4431,0.85,0.6523,3
U005442,2026-01-01,none,0.8525,none,mobile,none,0.5746,0.7000000000000001,0.9765,2
U005443,2026-01-01,cloud,0.9964,none,cloud,cloud,0.401,0.85,0.4346,2
U005444,2026-01-01,cloud,0.8893,cloud,cloud,none,0.495,0.9,0.6652,2
U005445,2026-01-01,cloud,0.9964,none,cloud,cloud,0.304,0.85,0.4545,2
U005446,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.8124,0.85,0.4573,3
U005447,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.6707,0.85,0.5587,3
U005448,2026-01-01,music,0.9999,music,music,music,0.4266,0.85,0.5918,3
U005449,2026-01-01,gym,0.9891,cloud,gym,gym,0.5423,0.85,0.6122,2
U005450,2026-01-01,none,0.5977,insurance,mobile,none,0.5023,0.85,0.5853,1
U005451,2026-01-01,cloud,0.9999,cloud,cloud,cloud,1.0,0.85,0.8528,3
U005452,2026-01-01,music,0.9728,music,gym,music,1.0,0.7000000000000001,0.5525,2
U005453,2026-01-01,music,0.9969,gym,music,music,0.3192,0.75,0.448,2
U005454,2026-01-01,gym,0.9661,gym,none,gym,0.7036,0.7000000000000001,0.8297,2
U005455,2026-01-01,music,0.9999,music,music,music,1.0,0.85,0.8758,3
U005456,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.8293,3
U005457,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5285,0.75,0.7563,3
U005458,2026-01-01,music,0.9999,music,music,music,0.34,0.85,0.6416,3
U005459,2026-01-01,insurance,0.9919,music,insurance,insurance,0.3779,0.85,0.489,2
U005460,2026-01-01,streaming,0.9962,gym,streaming,streaming,0.311,0.85,0.5382,2
U005461,2026-01-01,software,0.9903,mobile,software,software,0.3572,0.7000000000000001,0.5094,2
U005462,2026-01-01,cloud,0.5667,music,cloud,software,0.3386,0.7000000000000001,0.3543,1
U005463,2026-01-01,music,0.9952,none,music,music,0.3376,0.85,0.4889,2
U005464,2026-01-01,streaming,0.995,insurance,streaming,streaming,0.3447,0.85,0.7479,2
U005465,2026-01-01,none,0.8525,none,mobile,none,0.5036,0.85,0.9937,2
U005466,2026-01-01,none,0.8193,none,gym,none,0.6667,0.75,0.9003,2
U005467,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.392,0.85,0.4734,2
U005468,2026-01-01,software,0.975,cloud,software,software,0.5538,0.85,0.8104,2
U005469,2026-01-01,gym,0.9996,gym,gym,gym,0.3686,0.85,0.8295,3
U005470,2026-01-01,cloud,0.4832,music,cloud,none,0.2697,0.75,0.9952,1
U005471,2026-01-01,none,0.3814,streaming,gym,none,0.3547,0.75,0.3394,1
U005472,2026-01-01,software,0.97,software,none,software,0.6369,0.7000000000000001,0.763,2
U005473,2026-01-01,gym,0.9811,software,gym,gym,0.5136,0.85,0.4701,2
U005474,2026-01-01,insurance,0.9962,streaming,insurance,insurance,0.3793,0.85,0.5712,2
U005475,2026-01-01,software,0.9973,none,software,software,0.4026,0.85,0.4863,2
U005476,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3021,0.85,0.7069,2
U005477,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.3199,0.85,0.4845,2
U005478,2026-01-01,gym,0.988,streaming,gym,gym,0.3769,0.7000000000000001,0.4891,2
U005479,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.85,0.8433,3
U005480,2026-01-01,gym,0.9996,gym,gym,gym,0.263,0.85,0.34,3
U005481,2026-01-01,none,0.6107,none,software,none,0.4684,0.75,0.9911,2
U005482,2026-01-01,none,0.8525,none,mobile,none,0.5562,0.75,0.9999,2
U005483,2026-01-01,none,0.9872,none,none,none,0.5,0.9,0.9894,3
U005484,2026-01-01,music,0.9943,insurance,music,music,0.376,0.85,0.6321,2
U005485,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.4128,0.85,0.8924,3
U005486,2026-01-01,streaming,0.9475,streaming,streaming,none,0.4722,0.75,0.4231,2
U005487,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3971,0.85,0.5493,2
U005488,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4766,0.85,0.6843,2
U005489,2026-01-01,mobile,0.9911,music,mobile,mobile,0.4046,0.85,0.5173,2
U005490,2026-01-01,cloud,0.9924,insurance,cloud,cloud,0.7819,0.85,0.4964,2
U005491,2026-01-01,music,0.9943,insurance,music,music,0.3899,0.75,0.5464,2
U005492,2026-01-01,none,0.9872,none,none,none,0.5634,0.9,0.692,3
U005493,2026-01-01,streaming,0.9338,streaming,streaming,gym,0.6556,0.7000000000000001,0.6851,2
U005494,2026-01-01,gym,0.988,streaming,gym,gym,0.9096,0.85,0.5307,2
U005495,2026-01-01,none,0.8193,none,gym,none,0.4924,0.7000000000000001,0.9992,2
U005496,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.4594,0.85,0.8614,3
U005497,2026-01-01,gym,0.9785,mobile,gym,gym,0.3291,0.85,0.4853,2
U005498,2026-01-01,none,0.8834,streaming,none,none,0.289,0.6000000000000001,0.9992,2
U005499,2026-01-01,cloud,0.8111,none,cloud,mobile,0.3713,0.85,0.3311,1
U005500,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9956,3
U005501,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.5276,0.85,0.9282,3
U005502,2026-01-01,gym,0.99,none,gym,gym,0.5198,0.85,0.5598,2
U005503,2026-01-01,insurance,0.6771,streaming,insurance,none,0.3584,0.75,0.9877,1
U005504,2026-01-01,insurance,0.7467,none,music,insurance,0.2916,0.85,0.5321,1
U005505,2026-01-01,music,0.4949,cloud,gym,music,0.2655,0.7000000000000001,0.3665,1
U005506,2026-01-01,music,0.9909,music,none,music,0.7787,0.9,0.775,2
U005507,2026-01-01,gym,0.9661,gym,none,gym,0.711,0.9,0.6944,2
U005508,2026-01-01,gym,0.99,none,gym,gym,0.6273,0.85,0.7944,2
U005509,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.7758,0.85,0.6998,3
U005510,2026-01-01,mobile,0.9948,none,mobile,mobile,0.4758,0.85,0.4233,2
U005511,2026-01-01,gym,0.9931,music,gym,gym,0.5796,0.85,0.4958,2
U005512,2026-01-01,none,0.9431,software,none,none,0.8,0.9,0.9844,2
U005513,2026-01-01,none,0.6112,none,insurance,none,0.476,0.85,0.8623,2
U005514,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.5,0.85,0.8415,2
U005515,2026-01-01,software,0.9973,none,software,software,0.452,0.85,0.5116,2
U005516,2026-01-01,streaming,0.9406,streaming,music,streaming,0.3091,0.85,0.3972,2
U005517,2026-01-01,mobile,0.9756,mobile,gym,mobile,0.5286,0.85,0.5995,2
U005518,2026-01-01,cloud,0.9946,streaming,cloud,cloud,0.3333,0.85,0.586,2
U005519,2026-01-01,cloud,0.9704,cloud,mobile,cloud,0.4503,0.85,0.5645,2
U005520,2026-01-01,gym,0.9996,gym,gym,gym,0.9128,0.85,0.8682,3
U005521,2026-01-01,software,0.9951,streaming,software,software,0.3048,0.85,0.8431,2
U005522,2026-01-01,software,0.9996,software,software,software,0.3427,0.85,0.6241,3
U005523,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9836,3
U005524,2026-01-01,cloud,0.8592,cloud,cloud,gym,0.3494,0.85,0.4365,2
U005525,2026-01-01,gym,0.988,streaming,gym,gym,0.4228,0.85,0.4778,2
U005526,2026-01-01,insurance,0.765,streaming,cloud,insurance,0.2506,0.75,0.5674,1
U005527,2026-01-01,none,0.6107,none,software,none,0.3378,0.75,1.0,2
U005528,2026-01-01,mobile,0.989,insurance,mobile,mobile,0.6052,0.85,0.6838,2
U005529,2026-01-01,gym,0.8556,gym,gym,streaming,0.6335,0.85,0.489,2
U005530,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4915,0.75,0.6455,2
U005531,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.5433,0.85,0.6673,3
U005532,2026-01-01,software,0.4804,none,software,mobile,0.3679,0.75,0.3976,1
U005533,2026-01-01,gym,0.9785,mobile,gym,gym,0.4341,0.85,0.5543,2
U005534,2026-01-01,cloud,0.9651,cloud,software,cloud,0.4758,0.75,0.412,2
U005535,2026-01-01,none,0.9129,insurance,none,none,0.5388,0.9,0.9738,2
U005536,2026-01-01,none,0.9872,none,none,none,0.4925,0.7000000000000001,0.9999,3
U005537,2026-01-01,none,0.8525,none,mobile,none,0.3475,0.75,0.9982,2
U005538,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.9,0.8841,3
U005539,2026-01-01,none,0.3814,streaming,gym,none,0.5694,0.6000000000000001,0.7219,1
U005540,2026-01-01,cloud,0.9589,cloud,insurance,cloud,0.2805,0.75,0.6052,2
U005541,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9964,3
U005542,2026-01-01,none,0.8343,none,cloud,none,0.5551,0.85,0.9791,2
U005543,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.3633,0.85,0.5576,3
U005544,2026-01-01,streaming,0.9471,streaming,streaming,music,0.2843,0.85,0.4307,2
U005545,2026-01-01,insurance,0.9977,none,insurance,insurance,0.4493,0.85,0.4402,2
U005546,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9891,3
U005547,2026-01-01,streaming,0.9998,streaming,streaming,streaming,1.0,0.85,0.8889,3
U005548,2026-01-01,mobile,0.9756,mobile,gym,mobile,0.4534,0.7000000000000001,0.494,2
U005549,2026-01-01,none,0.9186,mobile,none,none,0.6976,0.9,0.8976,2
U005550,2026-01-01,software,0.9973,none,software,software,0.3546,0.85,0.4774,2
U005551,2026-01-01,none,0.8525,none,mobile,none,0.4688,0.75,0.7956,2
U005552,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.3176,0.85,0.4272,3
U005553,2026-01-01,mobile,0.8506,mobile,mobile,insurance,0.2858,0.85,0.4354,2
U005554,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9292,3
U005555,2026-01-01,none,0.8193,none,gym,none,0.4061,0.7000000000000001,0.6569,2
U005556,2026-01-01,gym,0.9931,music,gym,gym,0.5309,0.85,0.7033,2
U005557,2026-01-01,insurance,0.9998,insurance,insurance,insurance,1.0,0.85,0.8499,3
U005558,2026-01-01,software,0.9973,none,software,software,0.3488,0.85,0.4856,2
U005559,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.8479,3
U005560,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.8774,3
U005561,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.85,0.8432,3
U005562,2026-01-01,music,0.9999,music,music,music,0.4542,0.85,0.6147,3
U005563,2026-01-01,software,0.9996,software,software,software,0.5714,0.7000000000000001,0.6304,3
U005564,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.6262,0.85,0.6599,3
U005565,2026-01-01,software,0.8578,software,software,none,0.5714,0.75,0.7335,2
U005566,2026-01-01,mobile,0.9997,mobile,mobile,mobile,1.0,0.85,0.8523,3
U005567,2026-01-01,software,0.9996,software,software,software,0.8,0.85,0.8512,3
U005568,2026-01-01,cloud,0.9948,software,cloud,cloud,1.0,0.85,0.6643,2
U005569,2026-01-01,gym,0.8329,gym,gym,mobile,0.3515,0.85,0.5291,2
U005570,2026-01-01,music,0.832,music,music,gym,0.3745,0.85,0.4948,2
U005571,2026-01-01,cloud,0.9615,cloud,cloud,music,0.3587,0.85,0.4742,2
U005572,2026-01-01,streaming,0.9949,music,streaming,streaming,0.324,0.75,0.4329,2
U005573,2026-01-01,none,0.9431,software,none,none,0.3804,0.7000000000000001,0.9341,2
U005574,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9885,3
U005575,2026-01-01,music,0.9999,music,music,music,0.7716,0.85,0.8672,3
U005576,2026-01-01,software,0.9971,gym,software,software,0.4288,0.75,0.3955,2
U005577,2026-01-01,insurance,0.9977,none,insurance,insurance,0.3212,0.85,0.4725,2
U005578,2026-01-01,gym,0.9484,gym,mobile,gym,0.7205,0.7000000000000001,0.5295,2
U005579,2026-01-01,gym,0.99,none,gym,gym,0.8003,0.85,0.6286,2
U005580,2026-01-01,music,0.9999,music,music,music,0.325,0.85,0.5575,3
U005581,2026-01-01,none,0.4327,insurance,gym,none,0.311,0.85,0.5302,1
U005582,2026-01-01,software,0.9937,music,software,software,0.5088,0.85,0.6376,2
U005583,2026-01-01,music,0.9999,music,music,music,0.3814,0.85,0.6259,3
U005584,2026-01-01,streaming,0.9023,streaming,insurance,streaming,0.2495,0.85,0.4934,2
U005585,2026-01-01,none,0.8343,none,cloud,none,0.507,0.75,0.9532,2
U005586,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4463,0.85,0.6147,2
U005587,2026-01-01,cloud,0.8893,cloud,cloud,none,0.5312,0.85,0.9537,2
U005588,2026-01-01,streaming,0.9965,none,streaming,streaming,0.5521,0.85,0.5082,2
U005589,2026-01-01,streaming,0.9008,streaming,gym,streaming,0.5792,0.85,0.4838,2
U005590,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.7724,0.85,0.8491,3
U005591,2026-01-01,streaming,0.9962,gym,streaming,streaming,0.7376,0.85,0.8025,2
U005592,2026-01-01,gym,0.988,streaming,gym,gym,0.3126,0.85,0.3309,2
U005593,2026-01-01,none,0.8343,none,cloud,none,0.4967,0.75,0.9998,2
U005594,2026-01-01,mobile,0.5863,streaming,insurance,mobile,0.4286,0.7000000000000001,0.4042,1
U005595,2026-01-01,gym,0.9785,mobile,gym,gym,0.3502,0.85,0.5623,2
U005596,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9966,3
U005597,2026-01-01,insurance,0.9934,mobile,insurance,insurance,0.3155,0.85,0.5108,2
U005598,2026-01-01,gym,0.99,none,gym,gym,0.2969,0.75,0.531,2
U005599,2026-01-01,none,0.946,gym,none,none,0.7036,0.9,0.6993,2
U005600,2026-01-01,none,0.6107,none,software,none,0.3589,0.75,0.9986,2
U005601,2026-01-01,cloud,0.7879,none,mobile,cloud,0.3382,0.85,0.4605,1
U005602,2026-01-01,insurance,0.9754,insurance,gym,insurance,0.3724,0.7000000000000001,0.3315,2
U005603,2026-01-01,gym,0.9996,gym,gym,gym,1.0,0.85,0.8083,3
U005604,2026-01-01,music,0.9999,music,music,music,1.0,0.85,0.8461,3
U005605,2026-01-01,insurance,0.9365,insurance,insurance,none,0.453,0.85,0.6657,2
U005606,2026-01-01,streaming,0.995,insurance,streaming,streaming,0.3319,0.75,0.6144,2
U005607,2026-01-01,gym,0.8483,gym,gym,insurance,0.4511,0.85,0.4565,2
U005608,2026-01-01,music,0.9999,music,music,music,0.5436,0.85,0.564,3
U005609,2026-01-01,music,0.9687,music,music,none,0.3306,0.85,0.9996,2
U005610,2026-01-01,streaming,0.9475,streaming,streaming,none,0.75,0.7000000000000001,0.9732,2
U005611,2026-01-01,gym,0.99,none,gym,gym,0.3722,0.85,0.4402,2
U005612,2026-01-01,cloud,0.7998,none,gym,cloud,0.3413,0.85,0.3136,1
U005613,2026-01-01,none,0.6107,none,software,none,1.0,0.85,0.7382,2
U005614,2026-01-01,gym,0.8344,gym,gym,none,0.3953,0.75,0.9381,2
U005615,2026-01-01,gym,0.9931,music,gym,gym,0.5328,0.85,0.5955,2
U005616,2026-01-01,music,0.9999,music,music,music,0.3235,0.85,0.4475,3
U005617,2026-01-01,cloud,0.9956,music,cloud,cloud,0.2966,0.85,0.4972,2
U005618,2026-01-01,cloud,0.7879,none,mobile,cloud,0.2864,0.75,0.529,1
U005619,2026-01-01,cloud,0.8893,cloud,cloud,none,0.3236,0.85,0.3868,2
U005620,2026-01-01,gym,0.9785,mobile,gym,gym,0.3627,0.85,0.5142,2
U005621,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.7742,3
U005622,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.424,0.85,0.6972,3
U005623,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.479,0.85,0.6036,3
U005624,2026-01-01,none,0.4327,insurance,gym,none,0.3026,0.7000000000000001,0.9993,1
U005625,2026-01-01,gym,0.99,none,gym,gym,0.4503,0.85,0.6261,2
U005626,2026-01-01,streaming,0.9475,streaming,streaming,none,0.4332,0.85,0.9901,2
U005627,2026-01-01,mobile,0.9948,none,mobile,mobile,0.3067,0.85,0.749,2
U005628,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.9789,3
U005629,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4738,0.85,0.4805,2
U005630,2026-01-01,mobile,0.9877,cloud,mobile,mobile,0.4389,0.85,0.396,2
U005631,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.475,0.85,0.6485,3
U005632,2026-01-01,software,0.9903,mobile,software,software,0.3341,0.85,0.5634,2
U005633,2026-01-01,software,0.5839,streaming,mobile,software,0.2947,0.75,0.5475,1
U005634,2026-01-01,cloud,0.9964,none,cloud,cloud,0.4021,0.8,0.3455,2
U005635,2026-01-01,music,0.9999,music,music,music,0.6376,0.85,0.9236,3
U005636,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.5629,0.85,0.88,3
U005637,2026-01-01,none,0.9872,none,none,none,0.7576,0.9,0.974,3
U005638,2026-01-01,cloud,0.9999,cloud,cloud,cloud,0.8758,0.85,0.7402,3
U005639,2026-01-01,software,0.9904,insurance,software,software,0.3424,0.7000000000000001,0.3641,2
U005640,2026-01-01,none,0.9872,none,none,none,0.4281,0.9,0.7492,3
U005641,2026-01-01,insurance,0.9998,insurance,insurance,insurance,0.4829,0.85,0.3417,3
U005642,2026-01-01,music,0.9952,none,music,music,1.0,0.85,0.8531,2
U005643,2026-01-01,streaming,0.9998,streaming,streaming,streaming,0.5285,0.9,0.5926,3
U005644,2026-01-01,mobile,0.9997,mobile,mobile,mobile,0.6228,0.85,0.5447,3
U005645,2026-01-01,cloud,0.9964,none,cloud,cloud,0.2772,0.75,0.5507,2
U005646,2026-01-01,cloud,0.9704,cloud,mobile,cloud,0.5552,0.9,0.4813,2
U005647,2026-01-01,mobile,0.8506,mobile,mobile,insurance,0.4802,0.85,0.4711,2
U005648,2026-01-01,cloud,0.9704,cloud,mobile,cloud,0.2972,0.75,0.4882,2
U005649,2026-01-01,software,0.5625,none,software,cloud,0.3648,0.75,0.3815,1
U005650,2026-01-01,music,0.9973,software,music,music,0.2874,0.85,0.499,2
